"","voted_for","ABC","CBS","NBC","CNN","Fox_News","MSNBC","PBS","Other","TV_type","Party","voted_for_binary"
"2292","Trump","No","No","No","No","Yes","No","No","No","National Newscast","Republican",0
"2293","Biden","No","No","No","No","No","Yes","No","No","Both","Democrat",1
"2294","Biden","Yes","Yes","No","No","No","No","No","No","Both","Democrat",1
"2295","Biden","Yes","Yes","No","No","Yes","Yes","Yes","No","Both","Democrat",1
"2296","Trump","No","No","No","Yes","Yes","Yes","No","No","Both","Independent",0
"2297","Biden","Yes","No","Yes","No","No","No","No","No","Both","Independent",1
"2298","Trump","Yes","No","No","No","No","No","No","No","National Newscast","Republican",0
"2299","Trump","No","No","No","No","Yes","No","No","No","National Newscast","Independent",0
"2300","Biden","No","Yes","No","Yes","No","No","No","No","Both","Democrat",1
"2301","Biden","Yes","Yes","Yes","Yes","No","Yes","Yes","No","Both","Democrat",1
"2302","Biden","No","Yes","No","No","Yes","No","No","No","Both","Independent",1
"2303","Biden","No","Yes","No","No","No","No","Yes","No","Both","Democrat",1
"2304","Biden","Yes","Yes","Yes","Yes","No","Yes","Yes","No","Both","Independent",1
"2305","Biden","No","No","No","Yes","Yes","No","No","No","Both","Independent",1
"2306","Biden","No","Yes","No","No","No","No","No","No","Both","Democrat",1
"2307","Biden","Yes","Yes","No","Yes","Yes","No","No","No","Both","Democrat",1
"2308","Trump","No","No","No","No","Yes","No","No","No","National Newscast","Republican",0
"2309","Biden","Yes","Yes","Yes","Yes","No","No","No","No","Both","Republican",1
"2310","Trump","No","Yes","No","No","Yes","No","No","No","National Newscast","Republican",0
"2311","Trump","No","No","No","No","Yes","No","No","No","National Newscast","Republican",0
"2312","Biden","No","No","No","Yes","No","Yes","No","No","Both","Democrat",1
"2313","Biden","Yes","Yes","Yes","Yes","No","Yes","No","No","Both","Democrat",1
"2314","Biden","Yes","Yes","Yes","Yes","No","Yes","No","No","Both","Democrat",1
"2315","Biden","No","No","Yes","No","No","Yes","No","No","Both","Democrat",1
"2316","Trump","No","No","Yes","No","Yes","No","No","No","National Newscast","Republican",0
"2317","Trump","No","No","No","No","Yes","No","No","No","Both","Republican",0
"2318","Biden","Yes","Yes","Yes","Yes","No","Yes","No","No","Both","Democrat",1
"2319","Biden","No","No","No","Yes","No","No","No","No","National Newscast","Independent",1
"2320","Biden","No","Yes","No","No","No","Yes","No","No","Both","Democrat",1
"2321","Biden","No","No","Yes","No","No","No","No","No","Both","Democrat",1
"2322","Biden","No","Yes","Yes","Yes","No","Yes","No","Yes","Both","Independent",1
"2323","Biden","No","No","Yes","Yes","No","No","No","No","National Newscast","Democrat",1
"2324","Biden","Yes","No","No","No","No","No","No","No","National Newscast","Democrat",1
"2325","Biden","Yes","Yes","No","No","No","Yes","No","No","Both","Democrat",1
"2326","Trump","Yes","No","No","Yes","Yes","No","No","No","Both","Independent",0
"2327","Trump","No","Yes","No","Yes","Yes","No","No","No","Both","Independent",0
"2328","Trump","Yes","Yes","No","No","No","No","No","No","Both","Independent",0
"2329","Biden","No","No","No","No","No","Yes","No","No","National Newscast","Independent",1
"2330","Trump","No","No","No","No","Yes","No","No","No","National Newscast","Republican",0
"2331","Trump","No","No","No","No","No","No","No","Yes","National Newscast","Independent",0
"2332","Trump","No","Yes","No","No","No","No","No","No","Both","Democrat",0
"2333","Biden","No","Yes","No","Yes","No","Yes","No","No","Both","Democrat",1
"2334","Biden","No","No","No","No","No","Yes","No","No","Both","Democrat",1
"2335","Biden","No","No","No","No","No","Yes","No","No","National Newscast","Democrat",1
"2336","Biden","Yes","No","No","No","No","Yes","Yes","No","Both","Democrat",1
"2337","Trump","No","No","No","No","Yes","No","No","Yes","Both","Republican",0
"2338","Trump","No","No","Yes","No","No","No","No","Yes","Both","Independent",0
"2339","Biden","No","No","Yes","Yes","No","No","No","No","Both","Democrat",1
"2340","Trump","Yes","No","No","No","No","No","No","No","Both","Republican",0
"2341","Biden","No","No","Yes","No","No","No","No","No","National Newscast","Democrat",1
"2342","Biden","No","No","No","Yes","No","Yes","No","No","National Newscast","Democrat",1
"2343","Biden","No","Yes","No","No","No","No","No","No","Both","Democrat",1
"2344","Trump","Yes","Yes","Yes","No","No","No","No","No","Both","Republican",0
"2345","Biden","Yes","Yes","Yes","No","No","Yes","No","No","Both","Democrat",1
"2346","Trump","No","No","No","Yes","Yes","No","No","No","National Newscast","Republican",0
"2347","Biden","No","Yes","No","Yes","No","No","No","No","Both","Democrat",1
"2348","Biden","Yes","No","No","No","No","No","No","No","Both","Democrat",1
"2349","Biden","Yes","Yes","Yes","Yes","No","Yes","Yes","No","National Newscast","Democrat",1
"2350","Biden","No","No","No","No","No","Yes","No","No","National Newscast","Democrat",1
"2351","Biden","No","No","No","No","No","Yes","No","No","Both","Independent",1
"2352","Trump","No","Yes","No","No","Yes","No","No","No","Both","Republican",0
"2353","Trump","No","No","No","No","Yes","No","No","No","National Newscast","Independent",0
"2354","Trump","No","No","No","No","Yes","No","No","No","National Newscast","Independent",0
"2355","Biden","No","No","Yes","No","No","Yes","No","No","Both","Democrat",1
"2356","Biden","No","No","Yes","No","No","Yes","No","No","Both","Democrat",1
"2357","Trump","No","No","No","No","Yes","No","No","No","National Newscast","Republican",0
"2358","Trump","No","No","No","No","Yes","No","No","Yes","Both","Independent",0
"2359","Trump","Yes","No","Yes","No","Yes","No","Yes","No","Both","Independent",0
"2360","Biden","Yes","Yes","No","No","No","Yes","No","No","National Newscast","Democrat",1
"2361","Biden","No","No","No","No","No","No","No","Yes","National Newscast","Democrat",1
"2362","Trump","No","No","No","No","Yes","No","No","No","National Newscast","Republican",0
"2363","Biden","Yes","No","No","No","No","No","No","No","Both","Democrat",1
"2364","Biden","Yes","No","Yes","Yes","Yes","Yes","No","No","Both","Democrat",1
"2365","Trump","No","No","No","No","Yes","No","No","Yes","National Newscast","Republican",0
"2366","Biden","No","No","No","Yes","No","Yes","No","No","National Newscast","Democrat",1
"2367","Trump","Yes","Yes","Yes","Yes","Yes","Yes","Yes","No","Both","Republican",0
"2368","Trump","No","No","No","No","Yes","No","No","No","Both","Independent",0
"2369","Biden","No","No","No","Yes","No","Yes","No","No","National Newscast","Independent",1
"2370","Biden","Yes","No","No","Yes","No","No","No","No","National Newscast","Democrat",1
"2371","Biden","No","No","No","Yes","No","No","No","No","National Newscast","Democrat",1
"2372","Biden","Yes","No","No","No","No","No","No","No","Both","Republican",1
"2373","Biden","Yes","No","No","No","No","No","No","No","Both","Democrat",1
"2374","Trump","No","Yes","No","No","Yes","No","No","No","Both","Republican",0
"2375","Biden","Yes","No","Yes","Yes","No","No","No","No","Both","Democrat",1
"2376","Trump","No","No","No","No","Yes","No","No","No","National Newscast","Republican",0
"2377","Trump","No","No","Yes","No","No","No","No","No","Both","Independent",0
"2378","Biden","No","No","Yes","Yes","No","Yes","No","No","Both","Democrat",1
"2379","Biden","Yes","No","Yes","No","No","No","No","No","Both","Democrat",1
"2380","Biden","No","No","No","Yes","No","No","No","No","National Newscast","Democrat",1
"2381","Trump","No","No","No","No","Yes","No","No","No","National Newscast","Republican",0
"2382","Biden","No","Yes","No","No","No","No","Yes","No","Both","Democrat",1
"2383","Biden","No","No","No","No","No","No","No","Yes","National Newscast","Other",1
"2384","Trump","No","No","No","Yes","Yes","No","No","Yes","National Newscast","Independent",0
"2385","Trump","No","No","No","No","Yes","No","No","No","National Newscast","Republican",0
"2386","Biden","Yes","Yes","No","Yes","No","No","Yes","No","National Newscast","Independent",1
"2387","Biden","Yes","Yes","Yes","Yes","No","Yes","Yes","No","Both","Democrat",1
"2388","Biden","Yes","No","No","No","No","No","No","No","National Newscast","Democrat",1
"2389","Trump","No","No","No","No","Yes","No","No","No","National Newscast","Republican",0
"2390","Trump","Yes","No","No","No","Yes","No","No","No","Both","Independent",0
"2391","Trump","Yes","No","No","No","Yes","No","No","No","Both","Independent",0
"2392","Biden","Yes","Yes","Yes","Yes","No","Yes","No","No","Both","Democrat",1
"2393","Biden","No","No","No","Yes","No","Yes","No","No","Both","Independent",1
"2394","Trump","Yes","No","No","No","Yes","No","No","No","Both","Republican",0
"2395","Trump","No","No","No","No","Yes","No","Yes","No","Both","Republican",0
"2396","Biden","No","Yes","Yes","Yes","No","No","No","No","National Newscast","Independent",1
"2397","Biden","Yes","Yes","Yes","Yes","Yes","Yes","No","No","Both","Republican",1
"2398","Biden","Yes","No","No","Yes","No","Yes","No","No","Both","Democrat",1
"2399","Biden","Yes","Yes","Yes","Yes","No","Yes","No","No","Both","Democrat",1
"2400","Trump","No","No","No","No","Yes","No","No","No","National Newscast","Independent",0
"2401","Biden","No","No","No","No","No","No","Yes","No","National Newscast","Other",1
"2402","Biden","Yes","Yes","No","No","No","Yes","No","No","Both","Democrat",1
"2403","Biden","No","No","No","Yes","No","No","No","No","National Newscast","Democrat",1
"2404","Trump","No","No","No","No","Yes","No","No","No","National Newscast","Independent",0
"2405","Biden","No","No","Yes","Yes","No","Yes","No","Yes","Both","Democrat",1
"2406","Trump","Yes","No","No","No","No","No","No","No","Both","Independent",0
"2407","Trump","No","No","No","No","Yes","No","No","No","National Newscast","Independent",0
"2408","Biden","No","No","No","No","Yes","Yes","No","No","National Newscast","Other",1
"2409","Trump","No","No","No","No","Yes","No","No","Yes","Both","Republican",0
"2410","Biden","No","No","Yes","No","No","No","No","No","National Newscast","Independent",1
"2411","Biden","No","No","Yes","No","No","No","No","No","Both","Democrat",1
"2412","Biden","Yes","Yes","Yes","Yes","No","No","Yes","No","Both","Democrat",1
"2413","Biden","Yes","Yes","Yes","Yes","Yes","Yes","Yes","No","Both","Democrat",1
"2414","Biden","No","No","No","Yes","No","No","No","No","National Newscast","Democrat",1
"2415","Biden","Yes","No","Yes","Yes","No","Yes","No","No","Both","Democrat",1
"2416","Biden","Yes","Yes","No","Yes","No","Yes","Yes","No","Both","Independent",1
"2417","Biden","No","No","Yes","Yes","No","Yes","No","No","Both","Democrat",1
"2418","Biden","No","No","No","Yes","No","No","No","No","National Newscast","Democrat",1
"2419","Biden","No","No","No","No","No","Yes","No","No","National Newscast","Democrat",1
"2420","Biden","No","No","No","No","No","Yes","Yes","No","National Newscast","Democrat",1
"2421","Biden","No","Yes","No","Yes","No","No","No","No","National Newscast","Democrat",1
"2422","Biden","Yes","Yes","No","No","Yes","No","No","No","National Newscast","Democrat",1
"2423","Trump","No","No","No","No","Yes","No","No","Yes","Both","Republican",0
"2424","Biden","No","No","No","Yes","No","Yes","No","No","Both","Democrat",1
"2425","Biden","Yes","Yes","No","No","Yes","No","No","No","Both","Democrat",1
"2426","Biden","Yes","Yes","Yes","No","No","Yes","Yes","No","Both","Democrat",1
"2427","Biden","No","No","No","No","No","Yes","No","No","National Newscast","Democrat",1
"2428","Trump","No","No","Yes","No","Yes","No","No","No","Both","Republican",0
"2429","Biden","Yes","Yes","Yes","Yes","Yes","Yes","Yes","No","Both","Democrat",1
"2430","Biden","Yes","Yes","Yes","Yes","Yes","Yes","Yes","No","Both","Democrat",1
"2431","Trump","No","Yes","No","No","Yes","No","Yes","No","Both","Independent",0
"2432","Trump","No","No","No","No","Yes","No","No","No","National Newscast","Independent",0
"2433","Biden","No","No","Yes","Yes","No","No","No","No","Both","Democrat",1
"2434","Biden","No","Yes","Yes","No","No","No","No","No","Both","Democrat",1
"2435","Trump","No","No","No","No","Yes","No","No","Yes","Both","Republican",0
"2436","Biden","No","No","No","No","No","Yes","No","No","National Newscast","Democrat",1
"2437","Biden","Yes","No","No","Yes","No","No","No","No","National Newscast","Independent",1
"2438","Biden","No","No","Yes","Yes","No","No","No","No","Both","Democrat",1
"2439","Trump","No","No","No","No","Yes","No","No","No","Both","Republican",0
"2440","Biden","No","Yes","No","No","No","No","No","No","Both","Independent",1
"2441","Biden","No","Yes","No","Yes","No","Yes","Yes","No","Both","Democrat",1
"2442","Biden","Yes","No","No","Yes","No","No","No","No","Both","Democrat",1
"2443","Biden","Yes","Yes","Yes","Yes","Yes","Yes","Yes","No","Both","Democrat",1
"2444","Biden","No","No","No","No","No","Yes","No","No","Both","Democrat",1
"2445","Trump","No","No","No","No","Yes","No","No","No","National Newscast","Other",0
"2446","Biden","Yes","No","No","No","No","No","No","No","Both","Democrat",1
"2447","Biden","No","No","No","Yes","No","Yes","No","No","National Newscast","Democrat",1
"2448","Biden","Yes","No","No","Yes","No","No","No","No","Both","Independent",1
"2449","Trump","No","No","No","No","Yes","No","No","No","National Newscast","Independent",0
"2450","Trump","No","No","No","No","Yes","No","No","No","National Newscast","Independent",0
"2451","Trump","No","No","No","No","Yes","No","No","No","Both","Independent",0
"2452","Biden","Yes","No","No","Yes","No","Yes","No","No","Both","Independent",1
"2453","Trump","No","No","No","No","Yes","No","No","No","National Newscast","Republican",0
"2454","Trump","No","Yes","No","No","Yes","No","No","No","Both","Republican",0
"2455","Biden","Yes","No","No","Yes","No","No","No","No","National Newscast","Democrat",1
"2456","Trump","No","No","No","No","Yes","No","No","No","Both","Republican",0
"2457","Biden","No","Yes","Yes","Yes","No","No","No","No","Both","Democrat",1
"2458","Trump","Yes","Yes","Yes","No","No","No","No","No","Both","Independent",0
"2459","Biden","No","No","No","No","No","Yes","No","No","National Newscast","Democrat",1
"2460","Biden","No","No","Yes","No","No","No","No","No","Both","Democrat",1
"2461","Biden","No","No","No","No","No","Yes","Yes","No","National Newscast","Democrat",1
"2462","Biden","Yes","No","Yes","Yes","Yes","Yes","No","No","Both","Democrat",1
"2463","Biden","Yes","No","No","No","No","Yes","No","No","Both","Democrat",1
"2464","Biden","No","No","No","Yes","No","No","No","No","National Newscast","Democrat",1
"2465","Biden","No","Yes","No","No","No","No","No","No","National Newscast","Democrat",1
"2466","Trump","No","No","No","No","No","No","No","Yes","National Newscast","Independent",0
"2467","Trump","Yes","Yes","Yes","Yes","Yes","Yes","No","No","Both","Republican",0
"2468","Trump","No","No","No","No","Yes","No","No","No","Both","Republican",0
"2469","Biden","Yes","Yes","Yes","Yes","Yes","No","Yes","No","Both","Independent",1
"2470","Trump","No","No","No","No","Yes","No","No","No","National Newscast","Republican",0
"2471","Trump","No","Yes","No","No","Yes","Yes","No","No","Both","Republican",0
"2472","Trump","No","No","Yes","No","Yes","No","No","No","National Newscast","Republican",0
"2473","Biden","No","No","Yes","No","No","No","No","No","Both","Democrat",1
"2474","Biden","No","No","No","Yes","No","No","No","No","National Newscast","Democrat",1
"2475","Biden","No","No","No","Yes","Yes","Yes","No","No","Both","Democrat",1
"2476","Trump","No","No","No","No","No","No","No","Yes","National Newscast","Independent",0
"2477","Trump","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Both","Democrat",0
"2478","Biden","Yes","No","Yes","Yes","Yes","No","No","No","Both","Democrat",1
